v8-version,8,6,395,17,-node.22,0
code-creation,Builtin,3,5422,0x1488060,2172,HasProperty
code-creation,Builtin,3,5431,0x14888e0,1108,DeleteProperty
code-creation,Builtin,3,5440,0x1488d40,1987,CopyDataProperties
code-creation,Builtin,3,5449,0x1489520,8942,SetDataProperties
code-creation,Builtin,3,5458,0x148b820,36,Abort
code-creation,Builtin,3,5468,0x148b860,36,AbortCSAAssert
code-creation,Builtin,3,5478,0x148b8a0,12,EmptyFunction
code-creation,Builtin,3,5486,0x148b8c0,12,Illegal
code-creation,Builtin,3,5495,0x148b8e0,12,StrictPoisonPillThrower
code-creation,Builtin,3,5505,0x148b900,12,UnsupportedThrower
code-creation,Builtin,3,5514,0x148b920,65,ReturnReceiver
code-creation,Builtin,3,5524,0x148b980,36,ArrayConstructor
code-creation,Builtin,3,5533,0x148b9c0,413,ArrayConstructorImpl
code-creation,Builtin,3,5542,0x148bb60,237,ArrayNoArgumentConstructor_PackedSmi_DontOverride
code-creation,Builtin,3,5552,0x148bc60,237,ArrayNoArgumentConstructor_HoleySmi_DontOverride
code-creation,Builtin,3,5562,0x148bd60,197,ArrayNoArgumentConstructor_PackedSmi_DisableAllocationSites
code-creation,Builtin,3,5572,0x148be40,197,ArrayNoArgumentConstructor_HoleySmi_DisableAllocationSites
code-creation,Builtin,3,5582,0x148bf20,197,ArrayNoArgumentConstructor_Packed_DisableAllocationSites
code-creation,Builtin,3,5593,0x148c000,197,ArrayNoArgumentConstructor_Holey_DisableAllocationSites
code-creation,Builtin,3,5603,0x148c0e0,209,ArrayNoArgumentConstructor_PackedDouble_DisableAllocationSites
code-creation,Builtin,3,5614,0x148c1c0,209,ArrayNoArgumentConstructor_HoleyDouble_DisableAllocationSites
code-creation,Builtin,3,5624,0x148c2a0,533,ArraySingleArgumentConstructor_PackedSmi_DontOverride
code-creation,Builtin,3,5633,0x148c4c0,497,ArraySingleArgumentConstructor_HoleySmi_DontOverride
code-creation,Builtin,3,5644,0x148c6c0,457,ArraySingleArgumentConstructor_PackedSmi_DisableAllocationSites
code-creation,Builtin,3,5654,0x148c8a0,417,ArraySingleArgumentConstructor_HoleySmi_DisableAllocationSites
