v8-version,8,6,395,17,-node.22,0
code-creation,Builtin,3,4739,0x1494d00,12,CallSitePrototypeGetScriptNameOrSourceURL
code-creation,Builtin,3,4744,0x1494d20,12,CallSitePrototypeGetThis
code-creation,Builtin,3,4748,0x1494d40,12,CallSitePrototypeGetTypeName
code-creation,Builtin,3,4754,0x1494d60,12,CallSitePrototypeIsAsync
code-creation,Builtin,3,4758,0x1494d80,12,CallSitePrototypeIsConstructor
code-creation,Builtin,3,4763,0x1494da0,12,CallSitePrototypeIsEval
code-creation,Builtin,3,4767,0x1494dc0,12,CallSitePrototypeIsNative
code-creation,Builtin,3,4773,0x1494de0,12,CallSitePrototypeIsPromiseAll
code-creation,Builtin,3,4777,0x1494e00,12,CallSitePrototypeIsToplevel
code-creation,Builtin,3,4781,0x1494e20,12,CallSitePrototypeToString
code-creation,Builtin,3,4785,0x1494e40,12,ConsoleDebug
code-creation,Builtin,3,4790,0x1494e60,12,ConsoleError
code-creation,Builtin,3,4794,0x1494e80,12,ConsoleInfo
code-creation,Builtin,3,4798,0x1494ea0,12,ConsoleLog
code-creation,Builtin,3,4802,0x1494ec0,12,ConsoleWarn
code-creation,Builtin,3,4807,0x1494ee0,12,ConsoleDir
code-creation,Builtin,3,4810,0x1494f00,12,ConsoleDirXml
code-creation,Builtin,3,4814,0x1494f20,12,ConsoleTable
code-creation,Builtin,3,4818,0x1494f40,12,ConsoleTrace
code-creation,Builtin,3,4822,0x1494f60,12,ConsoleGroup
code-creation,Builtin,3,4826,0x1494f80,12,ConsoleGroupCollapsed
code-creation,Builtin,3,4830,0x1494fa0,12,ConsoleGroupEnd
code-creation,Builtin,3,4835,0x1494fc0,12,ConsoleClear
code-creation,Builtin,3,4839,0x1494fe0,12,ConsoleCount
code-creation,Builtin,3,4843,0x1495000,12,ConsoleCountReset
code-creation,Builtin,3,4847,0x1495020,12,ConsoleAssert
code-creation,Builtin,3,4851,0x1495040,12,ConsoleProfile
code-creation,Builtin,3,4856,0x1495060,12,ConsoleProfileEnd
code-creation,Builtin,3,4860,0x1495080,12,ConsoleTime
code-creation,Builtin,3,4864,0x14950a0,12,ConsoleTimeLog
code-creation,Builtin,3,4868,0x14950c0,12,ConsoleTimeEnd
code-creation,Builtin,3,4872,0x14950e0,12,ConsoleTimeStamp
code-creation,Builtin,3,4876,0x1495100,12,ConsoleContext
code-creation,Builtin,3,4880,0x1495120,12,DataViewConstructor
code-creation,Builtin,3,4884,0x1495140,12,DateConstructor
code-creation,Builtin,3,4889,0x1495160,238,DatePrototypeGetDate
code-creation,Builtin,3,4893,0x1495260,238,DatePrototypeGetDay
code-creation,Builtin,3,4897,0x1495360,238,DatePrototypeGetFullYear
code-creation,Builtin,3,4901,0x1495460,238,DatePrototypeGetHours
code-creation,Builtin,3,4905,0x1495560,206,DatePrototypeGetMilliseconds
code-creation,Builtin,3,4909,0x1495640,238,DatePrototypeGetMinutes
code-creation,Builtin,3,4914,0x1495740,238,DatePrototypeGetMonth
code-creation,Builtin,3,4918,0x1495840,238,DatePrototypeGetSeconds
code-creation,Builtin,3,4923,0x1495940,142,DatePrototypeGetTime
code-creation,Builtin,3,4927,0x14959e0,206,DatePrototypeGetTimezoneOffset
code-creation,Builtin,3,4931,0x1495ac0,206,DatePrototypeGetUTCDate
code-creation,Builtin,3,4936,0x1495ba0,206,DatePrototypeGetUTCDay
code-creation,Builtin,3,4940,0x1495c80,206,DatePrototypeGetUTCFullYear
code-creation,Builtin,3,4944,0x1495d60,206,DatePrototypeGetUTCHours
code-creation,Builtin,3,4948,0x1495e40,206,DatePrototypeGetUTCMilliseconds
code-creation,Builtin,3,4953,0x1495f20,206,DatePrototypeGetUTCMinutes
code-creation,Builtin,3,4958,0x1496000,206,DatePrototypeGetUTCMonth
code-creation,Builtin,3,4961,0x14960e0,206,DatePrototypeGetUTCSeconds
code-creation,Builtin,3,4965,0x14961c0,142,DatePrototypeValueOf
code-creation,Builtin,3,4969,0x1496260,460,DatePrototypeToPrimitive
code-creation,Builtin,3,4974,0x1496440,12,DatePrototypeGetYear
code-creation,Builtin,3,4978,0x1496460,12,DatePrototypeSetYear
code-creation,Builtin,3,4982,0x1496480,12,DateNow
code-creation,Builtin,3,4986,0x14964a0,12,DateParse
code-creation,Builtin,3,4990,0x14964c0,12,DatePrototypeSetDate
code-creation,Builtin,3,4994,0x14964e0,12,DatePrototypeSetFullYear
code-creation,Builtin,3,4998,0x1496500,12,DatePrototypeSetHours
code-creation,Builtin,3,5003,0x1496520,12,DatePrototypeSetMilliseconds
code-creation,Builtin,3,5006,0x1496540,12,DatePrototypeSetMinutes
code-creation,Builtin,3,5010,0x1496560,12,DatePrototypeSetMonth
code-creation,Builtin,3,5015,0x1496580,12,DatePrototypeSetSeconds
code-creation,Builtin,3,5019,0x14965a0,12,DatePrototypeSetTime
code-creation,Builtin,3,5023,0x14965c0,12,DatePrototypeSetUTCDate
code-creation,Builtin,3,5028,0x14965e0,12,DatePrototypeSetUTCFullYear
code-creation,Builtin,3,5032,0x1496600,12,DatePrototypeSetUTCHours
code-creation,Builtin,3,5036,0x1496620,12,DatePrototypeSetUTCMilliseconds
code-creation,Builtin,3,5041,0x1496640,12,DatePrototypeSetUTCMinutes
code-creation,Builtin,3,5048,0x1496660,12,DatePrototypeSetUTCMonth
code-creation,Builtin,3,5052,0x1496680,12,DatePrototypeSetUTCSeconds
code-creation,Builtin,3,5056,0x14966a0,12,DatePrototypeToDateString
code-creation,Builtin,3,5060,0x14966c0,12,DatePrototypeToISOString
code-creation,Builtin,3,5065,0x14966e0,12,DatePrototypeToUTCString
code-creation,Builtin,3,5069,0x1496700,12,DatePrototypeToString
code-creation,Builtin,3,5073,0x1496720,12,DatePrototypeToTimeString
code-creation,Builtin,3,5078,0x1496740,12,DatePrototypeToJson
code-creation,Builtin,3,5081,0x1496760,12,DateUTC
code-creation,Builtin,3,5083,0x1496780,12,ErrorConstructor
code-creation,Builtin,3,5087,0x14967a0,12,ErrorCaptureStackTrace
code-creation,Builtin,3,5094,0x14967c0,12,ErrorPrototypeToString
code-creation,Builtin,3,5098,0x14967e0,12,FunctionConstructor
code-creation,Builtin,3,5102,0x1496800,64,FunctionPrototypeApply
code-creation,Builtin,3,5107,0x1496860,12,FunctionPrototypeBind
code-creation,Builtin,3,5111,0x1496880,47,FunctionPrototypeCall
code-creation,Builtin,3,5115,0x14968c0,12,FunctionPrototypeToString
code-creation,Builtin,3,5118,0x14968e0,221,CreateIterResultObject
code-creation,Builtin,3,5123,0x14969c0,830,CreateGeneratorObject
code-creation,Builtin,3,5129,0x1496d00,12,GeneratorFunctionConstructor
code-creation,Builtin,3,5134,0x1496d20,516,GeneratorPrototypeNext
code-creation,Builtin,3,5139,0x1496f40,524,GeneratorPrototypeReturn
code-creation,Builtin,3,5143,0x1497160,528,GeneratorPrototypeThrow
code-creation,Builtin,3,5148,0x1497380,12,AsyncFunctionConstructor
code-creation,Builtin,3,5152,0x14973a0,61,GetIteratorWithFeedbackLazyDeoptContinuation
code-creation,Builtin,3,5156,0x14973e0,12,GlobalDecodeURI
code-creation,Builtin,3,5160,0x1497400,12,GlobalDecodeURIComponent
code-creation,Builtin,3,5165,0x1497420,12,GlobalEncodeURI
code-creation,Builtin,3,5169,0x1497440,12,GlobalEncodeURIComponent
code-creation,Builtin,3,5173,0x1497460,12,GlobalEscape
code-creation,Builtin,3,5176,0x1497480,12,GlobalUnescape
code-creation,Builtin,3,5180,0x14974a0,12,GlobalEval
code-creation,Builtin,3,5184,0x14974c0,141,GlobalIsFinite
code-creation,Builtin,3,5190,0x1497560,133,GlobalIsNaN
code-creation,Builtin,3,5193,0x1497600,12,JsonParse
code-creation,Builtin,3,5197,0x1497620,12,JsonStringify
code-creation,Builtin,3,5201,0x1497640,3305,LoadIC
code-creation,Builtin,3,5205,0x1498340,3341,LoadIC_Megamorphic
code-creation,Builtin,3,5210,0x1499060,3373,LoadIC_Noninlined
